uid,Dtb_number,manufacturer,name,combustor_description,type,bp_ratio,pr,rated_thrust,Data_status,Data_superseded_on,Superseded_by_UID,Test_engine_status,Data_corr_as_Annex_16,Current_engine_status,Current_engine_status_date,hc_to,hc_co,hc_app,hc_idle,HC_number_tests,HC_number_engines,HC_avg,HC_sig,HC_min,HC_max,HC_characteristic,HC_characteristic_pct,HC_LTO_mass,co_to,co_co,co_app,co_idle,CO_number_tests,CO_number_engines,CO_avg,CO_sig,CO_min,CO_max,CO_characteristic,CO_characteristic_pct,CO_LTO_mass,nox_to,nox_co,nox_app,nox_idle,NOx_number_tests,NOx_number_engines,NOx_avg,NOx_sig,NOx_min,NOx_max,NOx_characteristic,NOx_characteristic_pct_original,NOx_characteristic_pct_CAEP2,NOx_characteristic_pct_CAEP4,NOx_characteristic_pct_CAEP6,NOx_characteristic_pct_CAEP8,NOx_compliance,NOx_LTO_mass,sn_to,sn_co,sn_app,sn_idle,SN_number_tests,SN_number_engines,sn_max,SN_sig,SN_range_min,SN_range_max,SN_characteristic,SN_characteristic_pct,Fuel_spec,Fuel_HC_ratio_min,Fuel_HC_ratio_max,Fuel_arom_min,Fuel_arom_max,fuel_to,fuel_co,fuel_app,fuel_idle,Fuel_LTO_cycle,Load_extracted,Load_extraction_power,Load_stage_bleed_CF_pct,Load_stage_bleed_power,Ambient_pressure_min,Ambient_pressure_max,Ambient_temperature_min,Ambient_temperature_max,Ambient_humidity_min,Ambient_humidity_max,Test_organization,Test_location,Test_date_initial,Test_date_final,Compliance_fuel_venting,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,Remark_7,Remark_8,nvpm_to,nvpm_co,nvpm_app,nvpm_idle,nvpmnum_to,nvpmnum_co,nvpmnum_app,nvpmnum_idle,wikipedia_link
13ZM003,13,IVCHENKO PROGRESS ZMBK,D-436-148 F1,,TF,4.9,19.8,64.43,C,,,NME/DTEPS,Yes,,,0.1,0.04,0.07,2.26,8,8,5.22,0.8,2.4,12.1,5.73,29.23,3548,0.54,0.54,2.99,23.46,8,8,55.99,3,39.8,85.5,58.71,49.75,37387,18.93,16,7.26,3.64,8,8,36.18,2.5,32.7,40.8,37.47,47.07,58.84,67.14,71.89,82.33,2.3.2 c),9546,6.7,,,,8,8,6.7,,5.8,8,7.2,26.97,RT,1.92,1.92,13.3,19.7,0.548,0.468,0.218,0.093,260,0,,0,,99.02,102.66,266,301,0.00248,0.01624,IVCHENKO PROGRESS ZMBK,ZAPOROJE,27/12/1991,28/07/2006,Yes,"NOx levels in accordance with Part III, Chapter 2, 2.3.2 c) (CAEP/4)",,,,,,,,,,,,,,,,
13ZM004,13,IVCHENKO PROGRESS ZMBK,D-436-148 F2,,TF,4.9,20.73,68.72,C,,,NME/DTEPS,Yes,,,0.09,0.05,0.08,1.39,8,8,3.25,,1.1,7.2,3.56,18.16,2194,0.48,0.4,2.71,19.56,8,8,46.08,,32.5,68.5,48.32,40.95,31217,19.76,16.64,7.31,3.78,8,8,37.96,,34.1,43.3,39.3,48.24,60.31,69.68,75.32,87.04,2.3.2 c),9862,6.7,,,,8,8,6.9,,6.2,8.2,7.4,28.21,RT,1.92,1.92,13.3,19.7,0.581,0.493,0.225,0.099,274,0,,0,,99.02,102.66,266,301,0.00248,0.01624,IVCHENKO PROGRESS ZMBK,ZAPOROJE,27/12/1991,28/07/2006,Yes,"NOx levels in accordance with Part III, Chapter 2, 2.3.2 c) (CAEP/4)",,,,,,,,,,,,,,,,
_250B17B,,,250B17B,,TP,,,,,,,,,,,0.3,0.4,5.2,20,,,,,,,,,,7.81,9.02,47.2,97,,,,,,,,,,6.6,5.96,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0334,0.0309,0.011,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_Model_250
_501D22A,,,501D22A,,TP,,,,,,,,,,,0.28,0.892,1.96,17.61,,,,,,,,,,2.04,2.06,5.1,43.6,,,,,,,,,,8.88,9.22,7.49,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2994,0.2769,0.1436,0.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Allison_T56
_6-285-B,,,6-285-B,,P,,,,,,,,,,,11.6,8.37,16.1,10.7,,,,,,,,,,998,668.1,1020,363.7,,,,,,,,,,5.88,5.5,4.72,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01928,0.02092,0.0105,0.009087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Continental_Tiara_series
_CF700-2D,,,CF700-2D,,MTF,1.6,,,,,,,,,,0.1,0.099,1.4,18,,,,,,,,,,22,25,62,155,,,,,,,,,,5.6,4.3,1.8,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3285,0.2926,0.116,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_CF700
_CFM56-2B,,,CFM56-2B,,TF,6,,,,,,,,,,0.05,0.08,0.1,1.67,,,,,,,,,,0.9,0.9,3.7,29.5,,,,,,,,,,19.06,16.3,8.14,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002,0.83703,0.322,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/CFM_International_CFM56
_CFM56-3,,,CFM56-3,,TF,5.1,,,,,,,,,,0.04,0.05,0.1,1.83,,,,,,,,,,0.9,0.9,3.5,31,,,,,,,,,,18.5,16,8.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.843,0.338,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/CFM_International_CFM56
_CFM56-3B,,,CFM56-3B,,TF,5.1,,,,,,,,,,0.04,0.05,0.08,1.25,,,,,,,,,,0.9,0.9,3.1,27,,,,,,,,,,20.7,17.3,8.7,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.93,0.36,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/CFM_International_CFM56
_CFM56-3-B4,,,CFM56-3-B4,,TF,5.1,,,,,,,,,,0.04,0.05,0.11,3.33,,,,,,,,,,0.9,1.1,4.2,38.5,,,,,,,,,,16.6,14.5,8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.946,0.792,0.29,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/CFM_International_CFM56
_CJ610-2C,,,CJ610-2C,,TJ,,,,,,,,,,,0.1,0.2,2.7,18,,,,,,,,,,27,27,88,155,,,,,,,,,,4.201,3.7,1.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35027,0.30617,0.12915,0.06426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_CJ610
_CJ610-6,,,CJ610-6,,TJ,,,,,,,,,,,0,0,0,0,,,,,,,,,,27,28,88,155,,,,,,,,,,4.2,3.5,1.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.288,0.129,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_CJ610
_CT7-5,,,CT7-5,,TP,,,,,,,,,,,1,1,1.5,4,,,,,,,,,,2.5,2.7,5.3,35.4,,,,,,,,,,13.8,13.2,6.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,0.094,0.045,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_T700
_F100-PW-100,,,F100-PW-100,,MTF,0.7,,,,,,,,,,0.275,0.14,0.155,8.6,,,,,,,,,,0.9,0.91,3.49,35.29,,,,,,,,,,39.44,30.89,12.33,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27302,0.9597,0.34593,0.1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F100-PW-100 (w/AB),,,F100-PW-100 (w/AB),,MTF,0.7,,,,,,,,,,0.05,0.14,0.155,8.6,,,,,,,,,,9.57,0.91,3.49,35.29,,,,,,,,,,6.62,30.89,12.33,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8132,0.9597,0.34593,0.1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F100-PW-200,,,F100-PW-200,,MTF,0.6,,,,,,,,,,3.47,4.97,17.62,8.26,,,,,,,,,,0.86,0.49,1.38,26.61,,,,,,,,,,39.12,27.6,13.82,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0983,0.68108,0.39494,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F100-PW-200 (w/AB),,,F100-PW-200 (w/AB),,MTF,0.6,,,,,,,,,,0.32,4.97,17.62,8.26,,,,,,,,,,9.47,0.49,1.38,26.61,,,,,,,,,,7.03,27.6,13.82,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07097,0.68108,0.39494,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F100-PW-220,,,F100-PW-220,,MTF,0.6,,,,,,,,,,1.79,2.89,5.12,7.94,,,,,,,,,,0.86,0.86,1.92,35.3,,,,,,,,,,29.32,22.18,12.35,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.727,0.4835,0.2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F100-PW-220 (w/AB),,,F100-PW-220 (w/AB),,MTF,0.36,,,,,,,,,,1.53,2.89,5.12,7.94,,,,,,,,,,11.99,0.86,1.92,35.3,,,,,,,,,,8.37,22.18,12.35,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2518,0.727,0.4835,0.2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F100-PW-229,,,F100-PW-229,,MTF,0.36,,,,,,,,,,0.54,0.3,0.21,0.38,,,,,,,,,,0.66,0.15,1.17,10.16,,,,,,,,,,57.65,17.53,15.08,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4477,0.7356,0.3903,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F100-PW-229 (w/AB),,,F100-PW-229 (w/AB),,MTF,0.36,,,,,,,,,,16.26,0.3,0.21,0.38,,,,,,,,,,76.62,0.15,1.17,10.16,,,,,,,,,,50.92,17.53,15.08,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6199,0.7356,0.3903,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_F100
_F101DFE,,,F101DFE,,MTF,0.76,,,,,,,,,,0.1,0.1,0.2,4.1,,,,,,,,,,0.9,0.9,0.9,44.2,,,,,,,,,,19.69,19.69,12.04,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2692,1.2692,0.8298,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F101
_F101-GE-102,,,F101-GE-102,,MTF,2,,,,,,,,,,0.11,0.13,0.14,0,,,,,,,,,,0.83,0.85,1.03,24.47,,,,,,,,,,12.83,13.15,9.16,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9863,0.8262,0.5711,0.1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F101
_F101-GE-102 (w/AB),,,F101-GE-102 (w/AB),,MTF,2,,,,,,,,,,61.82,0.13,0.14,0,,,,,,,,,,43.47,0.85,1.03,24.47,,,,,,,,,,16.91,13.15,9.16,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9295,0.8262,0.5711,0.1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F101
_F108-CF-100,,,F108-CF-100,,TF,6,,,,,,,,,,0.03,0.03,0.04,0.92,,,,,,,,,,0.63,1.61,6.39,27.19,,,,,,,,,,15.28,13.53,6.96,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8137,0.7119,0.3209,0.1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/CFM_International_CFM56
_F110-GE-100,,,F110-GE-100,,MTF,0.76,,,,,,,,,,0.62,0.19,0.36,2.1,,,,,,,,,,2.05,2.2,4,31.06,,,,,,,,,,30.35,18.25,10.87,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2567,0.8313,0.520161,0.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F110
_F110-GE-100 (w/AB),,,F110-GE-100 (w/AB),,MTF,0.76,,,,,,,,,,69.33,0.19,0.36,2.1,,,,,,,,,,97.5,2.2,4,31.06,,,,,,,,,,15.55,18.25,10.87,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0631,0.8313,0.520161,0.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F110
_F110-GE-129,,,F110-GE-129,,MTF,0.76,,,,,,,,,,0.54,0.01,0.05,2.64,,,,,,,,,,2.42,2.49,3.85,34.58,,,,,,,,,,27.13,17.33,11.6,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.258,0.8991,0.6244,0.1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F110
_F110-GE-129 (w/AB),,,F110-GE-129 (w/AB),,MTF,0.76,,,,,,,,,,64.8,0.01,0.05,2.64,,,,,,,,,,104.6,2.49,3.85,34.58,,,,,,,,,,15.08,17.33,11.6,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12006,0.8991,0.6244,0.1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F110
_F110-GE-400,,,F110-GE-400,,MTF,0.76,,,,,,,,,,0.4,0.4,0.46,3.65,,,,,,,,,,0.84,0.84,0.96,16.6,,,,,,,,,,28.63,28.63,12.44,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4766,1.4766,0.7178,0.1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F110
_F113-RR-100,,,F113-RR-100,,MTF,0.64,,,,,,,,,,0.09,0.12,0.18,3.68,,,,,,,,,,11.96,0.63,2.63,31.7,,,,,,,,,,22.63,17.14,7.15,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8911,0.726,0.278,0.1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_Spey
_F117-PW-100,,,F117-PW-100,,TF,5.54,,,,,,,,,,0.03,0.21,0.3,2.15,,,,,,,,,,0.4,0.36,1.25,23.86,,,,,,,,,,34.3,30.02,13.03,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7609,1.37571,0.5391,0.1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_PW2000
_F118-GE-100,,,F118-GE-100,,MTF,0.87,,,,,,,,,,0,0,0.87,0.59,,,,,,,,,,0.65,0.84,2.02,20.98,,,,,,,,,,33.12,18.01,11.09,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3717,0.8001,0.4754,0.1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F118
_F402-RR-406A,,,F402-RR-406A,,TF,1.38,,,,,,,,,,0.42,0.49,1.1,19.66,,,,,,,,,,4.9,6.4,21.5,106.3,,,,,,,,,,10.8,9.5,5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.8866,0.4615,0.1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_Pegasus
_F402-RR-408,,,F402-RR-408,,TF,1.4,,,,,,,,,,0.19,0.23,0.48,2.61,,,,,,,,,,4.6,6.3,16.6,39.8,,,,,,,,,,8.4,7.57,5.03,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.907,0.491,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rolls-Royce_Pegasus
_F404-GE-400,,,F404-GE-400,,MTF,0.27,,,,,,,,,,0.13,0.35,0.54,58.18,,,,,,,,,,23.12,1.21,4.43,137.34,,,,,,,,,,9.22,12.75,5.45,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.578,0.7462,0.327,0.0786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F404
_F404-GE-F1D2,,,F404-GE-F1D2,,MTF,0.27,,,,,,,,,,0.235,0.265,0.845,54.82,,,,,,,,,,1.325,1.315,3.165,123.75,,,,,,,,,,22.27,15.92,7.14,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9597,0.8193,0.3918,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_F404
_IO-320-D1AD,,,IO-320-D1AD,,P,,,,,,,,,,,11.42,9.57,12.21,36.1,,,,,,,,,,1192.3,888.2,944.3,619.9,,,,,,,,,,1.82,5.6,3.4,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,0.0077,0.0047,0.001,,,,,,,,,,,,,,,,,,,,,,,,,110,84,56,75,1.99E+14,1.52E+14,2.02E+13,2.89E+14,https://en.wikipedia.org/wiki/Lycoming_O-320
_IO-360-B,,,IO-360-B,,P,,,,,,,,,,,10,8.16,9.7,49.2,,,,,,,,,,1199,983,691,897,,,,,,,,,,1.99,4.59,10.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01298,0.00903,0.00461,0.00102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lycoming_O-360
_J52-P-408,,,J52-P-408,,TJ,,,,,,,,,,,0.57,0.61,1.4,28.33,,,,,,,,,,1.47,1.95,11.12,55.96,,,,,,,,,,12.32,10.29,6.17,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.194,1.018,0.3209,0.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_J52
_J52-P-6B,,,J52-P-6B,,TJ,,,,,,,,,,,0.33,0.56,0.82,23.88,,,,,,,,,,3.01,4.53,16.57,86.37,,,,,,,,,,9,7.48,3.91,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7973,0.6761,0.2899,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_J52
_J52-P-8B,,,J52-P-8B,,TJ,,,,,,,,,,,0.93,0.59,1.72,42.2,,,,,,,,,,0.71,0.87,10.54,63.78,,,,,,,,,,13.05,12.13,6.34,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.929,0.772,0.29,0.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_J52
_J57-P-10,,,J57-P-10,,TJ,,,,,,,,,,,0.86,1,0.76,96.6,,,,,,,,,,1.16,1.79,3.21,80.52,,,,,,,,,,10.37,9,7.4,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055,0.9135,0.7144,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_J57
_J57-P-22,,,J57-P-22,,TJ,,,,,,,,,,,0.65,0.65,12.4,51.3,,,,,,,,,,1.78,1.78,23.5,59.2,,,,,,,,,,11.2,11.2,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.053,1.053,0.2133,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_J57
_J57-P-420,,,J57-P-420,,TJ,,,,,,,,,,,0.49,0.71,4.54,76.46,,,,,,,,,,0.34,1.23,14.83,80.74,,,,,,,,,,12.97,9.18,4.45,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3318,0.9703,0.43,0.1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_J57
_J57-P-420 (w/AB),,,J57-P-420 (w/AB),,TJ,,,,,,,,,,,2.54,0.71,4.54,76.46,,,,,,,,,,14.2,1.23,14.83,80.74,,,,,,,,,,5.16,9.18,4.45,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0048,0.9703,0.43,0.1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pratt_%26_Whitney_J57
_J65-W-20,,,J65-W-20,,TJ,,,,,,,,,,,0.03,0.03,0.3,3.8,,,,,,,,,,7.72,7.72,16.1,50.2,,,,,,,,,,7.55,7.55,7.27,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.809,0.809,0.4108,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Wright_J65
_J65-W-5F,,,J65-W-5F,,TJ,,,,,,,,,,,0.61,0.72,0.95,9.78,,,,,,,,,,5.31,7.39,12.61,47.16,,,,,,,,,,5.23,5.71,7.3,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8752,0.7522,0.5506,0.1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Wright_J65
_J69-25A,,,J69-25A,,TJ,,,,,,,,,,,0.2,0.2,0.07,15,,,,,,,,,,32.85,32.85,38.25,159.84,,,,,,,,,,4.52,4.52,2.92,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1367,0.1367,0.11,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Teledyne_CAE_J69
_J79-GE-10,,,J79-GE-10,,TJ,,,,,,,,,,,0.486,1.62,0.66,8.9,,,,,,,,,,17.29,5.26,7.37,43.6,,,,,,,,,,6.818,15.36,11.29,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4591,1.245,0.7799,0.1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J79
_J79-GE-10B,,,J79-GE-10B,,TJ,,,,,,,,,,,1.21,1.6,2.94,39.19,,,,,,,,,,1.6,2.74,20.04,111.41,,,,,,,,,,10.26,8.26,4.23,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.9548,0.4312,0.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J79
_J79-GE-10B (w/AB),,,J79-GE-10B (w/AB),,TJ,,,,,,,,,,,0.52,1.6,2.94,39.19,,,,,,,,,,14.56,2.74,20.04,111.41,,,,,,,,,,4.51,8.26,4.23,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,0.9548,0.4312,0.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J79
_J79-GE-8D,,,J79-GE-8D,,TJ,,,,,,,,,,,0.14,0.11,4.4,16.93,,,,,,,,,,2.07,3.06,30.61,55.7,,,,,,,,,,10.44,8.46,2.98,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.191,1.034,0.1915,0.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J79
_J79-GE-8D (w/AB),,,J79-GE-8D (w/AB),,TJ,,,,,,,,,,,0.91,0.11,4.4,16.93,,,,,,,,,,13.25,3.06,30.61,55.7,,,,,,,,,,4.72,8.46,2.98,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3236,1.034,0.1915,0.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J79
_J85-GE-2,,,J85-GE-2,,TJ,,,,,,,,,,,0.446,0.636,2.4,11.86,,,,,,,,,,21.56,28.38,65.53,111.86,,,,,,,,,,6.4,5.67,4.02,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3641,0.2715,0.1317,0.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J85
_J85-GE-21,,,J85-GE-21,,TJ,,,,,,,,,,,0.1,0.25,2.6,24.25,,,,,,,,,,36.4,21.6,46.3,159,,,,,,,,,,5.6,5,2.9,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3419,0.4032,0.1512,0.0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J85
_J85-GE-5F,,,J85-GE-5F,,TJ,,,,,,,,,,,0.8,3.5,1.2,30,,,,,,,,,,29,43,58,178,,,,,,,,,,2.6,2.3,2.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067,0.1634,0.1383,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J85
_J85-GE-5H,,,J85-GE-5H,,TJ,,,,,,,,,,,0.52,0.64,3.04,15.34,,,,,,,,,,28.98,28.38,93.67,158.22,,,,,,,,,,4.66,5.67,2.86,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3547,0.2715,0.1349,0.0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J85
_J85-GE-5H (w/AB),,,J85-GE-5H (w/AB),,TJ,,,,,,,,,,,2.29,0.64,3.04,15.34,,,,,,,,,,14.19,28.38,93.67,158.22,,,,,,,,,,2.09,5.67,2.86,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025,0.2715,0.1349,0.0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/General_Electric_J85
